,Sample,208Pb,,23Na,25Mg,27Al,28Si,31P,PO4,34S,35Cl,39K,43Ca,47Ti,51V,52Cr,54Fe,55Mn,59Co,60Ni,65Cu,66Zn,75As,78Se,88Sr,95Mo,107Ag,111Cd,112Sn,137Ba,238U,bottle_number,date_collected
67,114,3.978,,19740,10570,20.23,2639.0,17.48,0.05358012269938651,23.45,82.13,3262.0,30090.0,,,0.5,98.28,3.084,,1.247,47.4,11.43,1.831,,124.8,,,0.5,0.5,,,bottle2,2015-08-01
68,119,0.5,,23000,7649,27.47,2475.0,32.15,0.09854696480464967,22.41,85.41,3373.0,36180.0,,,0.5,168.6,5.566,,0.5,10.36,20.5,1.561,,148.6,,,0.5,0.5,,,bottle2,2015-08-01
69,121,2.933,,21620,10560,25.85,2662.0,25.27,0.07745822085889571,25.48,84.8,3414.0,35570.0,,,0.5,188.0,7.496,,0.5,40.37,53.67,0.5,,132.2,,,0.5,0.5,,,bottle2,2015-08-01
70,126,3.711,,21350,10600,14.8,2486.0,27.76,0.08509062964158863,24.13,83.04,3305.0,34330.0,,,0.5,92.2,4.437,,0.5,25.67,165.3,0.5,,130.4,,,0.5,0.5,,,bottle2,2015-08-01
71,127,1.405,,21220,9292,24.11,2733.0,56.81,0.17413539877300616,24.49,85.13,3526.0,36260.0,,,0.5,83.31,2.986,,0.5,13.7,6.144,1.469,,137.3,,,0.5,0.5,,,bottle2,2015-08-01
72,130,0.5,,20900,9911,11.39,2469.0,13.79,0.04226944462382951,23.47,82.31,3296.0,34440.0,,,0.5,188.9,12.79,,0.5,18.48,12.87,0.5,,132.0,,,0.5,0.5,,,bottle2,2015-08-01
73,132,0.5,,21000,9437,20.41,2674.0,32.15,0.09854696480464967,23.94,81.23,3478.0,34040.0,,,0.5,162.5,2.646,,0.5,23.39,8.35,1.609,,134.8,,,0.5,0.5,,,bottle2,2015-08-01
74,135,2.808,,19650,9175,19.88,2393.0,69.25,0.2122667904423636,23.64,81.85,3219.0,31560.0,,,0.5,121.4,4.132,,0.5,10.56,763.1,1.628,,128.7,,,3.857,3.671,,,bottle2,2015-08-01
75,137,4.196,,20240,9355,18.33,2425.0,37.53,0.11503787213432355,24.84,85.35,3441.0,38420.0,0.5,0.5,0.5,95.93,2.849,0.5,0.5,20.18,232.9,1.369,0.5,140.7,1.334,0.5,0.5,0.5,22.04,0.5,bottle2,2015-08-01
76,138,7.688,,19930,8802,18.57,2228.0,35.34,0.10832503067484664,24.26,84.8,3336.0,36110.0,,,0.5,209.8,56.63,,1.258,4.758,259.1,1.397,,139.3,,,0.5,0.5,,,bottle2,2015-08-01
77,143,2.001,,20900,9296,23.7,2484.0,23.27,0.0713277720374556,25.85,85.36,3685.0,39680.0,0.5,0.5,0.5,80.7,2.372,0.5,1.721,40.06,33.49,1.335,0.5,141.8,1.454,0.5,0.5,0.5,22.49,0.5,bottle2,2015-08-01
78,144,1.211,,20710,11050,17.08,2599.0,21.93,0.06722037132709074,23.63,80.97,3317.0,31200.0,,,0.5,102.4,4.725,,0.5,17.53,1.661,1.659,,125.6,,,0.5,0.5,,,bottle2,2015-08-01
79,149,0.5,,20610,9301,14.12,2605.0,23.78,0.07289103648692284,23.32,83.35,3366.0,36790.0,,,0.5,130.8,3.942,,0.5,37.72,8.043,1.606,,146.9,,,0.5,0.5,,,bottle2,2015-08-01
80,150,0.5,,20740,9138,18.53,2690.0,36.23,0.11105308040038747,23.76,82.5,3470.0,35330.0,,,0.5,77.0,2.592,,0.5,43.68,1.714,1.612,,139.6,,,0.5,0.5,,,bottle2,2015-08-01
81,152,7.553,,20600,7710,19.42,2580.0,19.34,0.059281440103325804,22.91,80.81,3396.0,36680.0,,,0.5,31.64,1.747,,0.5,11.38,9.91,1.732,,147.5,,,0.5,0.5,,,bottle2,2015-08-01
82,153,3.341,,21010,9897,22.03,2875.0,54.82,0.16803560219567326,25.17,81.9,3520.0,35420.0,,,0.5,96.52,3.306,,0.5,9.753,5.463,1.647,,135.8,,,0.5,0.5,,,bottle2,2015-08-01
83,154,1.316,,20800,12340,16.51,2838.0,25.51,0.07819387471746853,24.53,85.19,3366.0,29840.0,,,0.5,105.6,2.536,,0.5,26.46,20.08,1.723,,124.9,,,0.5,0.5,,,bottle2,2015-08-01
84,155,1.594,,20540,9257,20.9,2626.0,39.11,0.11988092670326123,23.72,82.77,3419.0,34290.0,,,0.5,289.0,8.221,,0.5,14.36,78.53,1.576,,136.7,,,0.5,0.5,,,bottle2,2015-08-01
85,157,5.298,,22860,10360,14.97,2591.0,28.85,0.0884317242492735,25.31,81.41,3187.0,31300.0,,,0.5,79.18,2.018,,0.5,16.57,165.3,0.5,,129.8,,,0.5,0.5,,,bottle2,2015-08-01
86,158,2.799,,20650,11220,14.25,2798.0,19.84,0.06081405230868584,24.09,82.45,3384.0,31290.0,,,0.5,93.56,3.666,,0.5,123.2,32.6,1.594,,127.4,,,0.5,0.5,,,bottle2,2015-08-01
87,159,1.099,,20930,8403,12.81,2547.0,16.15,0.04950337423312884,23.77,83.53,3428.0,35500.0,,,0.5,221.6,15.52,,0.5,32.24,19.14,1.216,,142.5,,,0.5,0.5,,,bottle2,2015-08-01
88,162,35.76,,21100,9304,16.12,2701.0,29.29,0.08978042298999032,24.6,84.68,3486.0,37760.0,,,0.5,230.5,2.208,,68.96,145.1,78.92,1.79,,145.4,,,0.5,0.5,,,bottle2,2015-08-01
89,163,14.87,,20940,12070,17.1,2836.0,38.89,0.11920657733290282,24.49,83.75,3329.0,30920.0,,,0.5,107.2,5.655,,1.641,24.59,214.4,1.771,,124.8,,,0.5,0.5,,,bottle2,2015-08-01
90,165,8.183,,21050,11100,9.399,2617.0,25.63,0.07856170164675494,25.14,85.65,3519.0,34000.0,,,0.5,166.7,18.49,,1.571,3.017,132.6,0.5,,128.8,,,0.5,0.5,,,bottle2,2015-08-01
91,167,10.53,,21060,8073,15.4,2507.0,29.35,0.08996433645463353,24.27,84.1,3499.0,36190.0,,,0.5,64.69,1.66,,0.5,52.44,121.7,1.736,,140.7,,,0.5,0.5,,,bottle2,2015-08-01
92,168,12.33,,20920,11660,15.51,2733.0,29.41,0.09014824991927674,24.7,84.38,3393.0,31420.0,,,0.5,54.24,1.559,,0.5,25.37,16.24,1.733,,126.8,,,0.5,0.5,,,bottle2,2015-08-01
93,169,3.131,,21120,10030,13.84,2587.0,18.95,0.05808600258314498,24.59,84.39,3420.0,36210.0,,,0.5,103.8,4.698,,0.5,10.56,228.2,0.5,,136.5,,,0.5,0.5,,,bottle2,2015-08-01
94,171,0.5,,20780,11510,12.69,2776.0,19.04,0.058361872780109784,25.11,84.8,3330.0,30870.0,,,0.5,119.3,14.67,,2.673,41.75,11.72,1.644,,124.3,,,0.5,0.5,,,bottle2,2015-08-01
95,172,0.5,,20990,10160,17.31,2827.0,18.95,0.05808600258314498,25.79,85.93,3509.0,35430.0,,,0.5,61.26,1.937,,0.5,30.99,10.79,1.725,,134.1,,,0.5,0.5,,,bottle2,2015-08-01
96,174,31.25,,20700,11580,16.82,2721.0,26.48,0.08116714239586698,24.67,82.78,3340.0,30870.0,,,0.5,167.3,6.784,,1.175,10.31,9.009,1.559,,124.1,,,0.5,0.5,,,bottle2,2015-08-01
97,178,0.5,,20590,9312,21.17,2627.0,47.15,0.14452533096545045,23.15,81.27,3397.0,33730.0,,,0.5,33.09,1.607,,0.5,30.47,16.62,1.655,,135.4,,,0.5,0.5,,,bottle2,2015-08-01
98,179,1.328,,19530,9200,31.02,2446.0,57.49,0.17621975137229579,21.78,77.41,3196.0,31530.0,,,0.5,404.5,15.25,,0.5,24.66,1.25,1.782,,131.8,,,0.5,0.5,,,bottle2,2015-08-01
99,192,8.908,,20510,11690,17.82,2786.0,28.31,0.08677650306748466,23.95,82.18,3424.0,31750.0,0.5,0.5,0.5,148.1,5.356,0.5,0.5,8.24,70.75,1.578,0.5,126.2,1.404,0.5,0.5,0.5,20.4,0.5,bottle2,2015-08-01
100,195,0.5,,20500,10760,18.39,2534.0,22.35,0.06850776557959316,22.95,84.72,3359.0,31940.0,,,0.5,303.6,22.31,,1.163,32.66,51.14,1.008,,131.6,,,0.5,0.5,,,bottle2,2015-08-01
101,200,0.5,,20650,12330,18.73,2917.0,26.44,0.08104453341943818,25.2,85.36,3438.0,30610.0,0.5,0.5,0.5,168.5,5.161,0.5,0.5,39.65,8.543,1.817,0.5,122.0,1.654,0.5,0.5,0.5,20.2,0.5,bottle2,2015-08-01
102,201,6.08,,21250,9687,16.04,2575.0,31.06,0.0952058701969648,25.22,83.0,3378.0,33760.0,,,0.5,100.3,1.47,,0.5,12.48,211.4,1.47,,132.9,,,0.5,0.5,,,bottle2,2015-08-01
103,202,0.5,,20920,9643,15.59,2593.0,32.48,0.09955848886018728,26.25,86.06,3576.0,41260.0,,,0.5,83.97,3.279,,0.5,9.693,12.36,1.313,,144.0,,,0.5,0.5,,,bottle2,2015-08-01
104,205,90.83,,21200,9588,49.93,2674.0,108.9,0.33380293832741365,25.28,84.31,3611.0,36950.0,,,0.5,1035.0,19.31,,0.5,8.492,285.0,1.811,,134.3,,,0.5,0.5,,,bottle2,2015-08-01
105,210,0.5,,20390,9787,16.48,2502.0,17.22,0.05278316435259929,22.63,79.3,3235.0,33080.0,,,0.5,66.87,3.069,,0.5,5.88,8.7,1.682,,131.9,,,0.5,0.5,,,bottle2,2015-08-01
106,212,0.5,,21270,10560,13.49,2635.0,29.51,0.09045477236034873,24.47,84.47,3498.0,35410.0,,,0.5,125.6,7.304,,0.5,18.71,22.87,0.5,,133.9,,,0.5,0.5,,,bottle2,2015-08-01
107,214,2.331,,20920,9993,17.73,2473.0,37.86,0.11604939618986117,25.14,85.2,3536.0,39840.0,,,0.5,81.58,5.629,,0.5,12.71,93.23,1.145,,138.8,,,0.5,0.5,,,bottle2,2015-08-01
108,215,0.5,,20980,10750,23.19,2542.0,21.87,0.06703645786244755,23.71,81.41,3327.0,33240.0,,,0.5,236.3,13.85,,0.5,10.9,5.091,0.5,,129.8,,,0.5,0.5,,,bottle2,2015-08-01
109,216,0.5,,20980,10770,14.69,2669.0,20.91,0.06409384242815629,23.91,83.63,3316.0,31080.0,,,0.5,82.28,2.254,,0.5,19.89,6.8,1.702,,126.5,,,0.5,0.5,,,bottle2,2015-08-01
110,218,9.467,,20420,10790,22.28,2581.0,22.4,0.06866102680012917,24.62,83.88,3282.0,30800.0,,,0.5,185.7,5.768,,1.236,46.74,27.24,1.792,,123.4,,,0.5,0.5,,,bottle2,2015-08-01
111,219,0.5,,19940,10190,17.58,2674.0,14.08,0.04315835970293833,24.28,83.64,3308.0,33560.0,,,0.5,63.18,4.217,,1.684,37.16,48.84,1.945,,134.1,,,0.5,0.5,,,bottle2,2015-08-01
112,220,0.5,,20140,11020,15.31,2514.0,15.42,0.0472657604133032,23.17,82.76,3284.0,31510.0,,,0.5,145.0,20.4,,0.5,44.73,3.383,1.02,,129.2,,,0.5,0.5,,,bottle2,2015-08-01
113,222,9.744,,21310,10080,17.3,2573.0,28.55,0.08751215692605749,25.26,84.45,3431.0,36420.0,,,0.5,118.4,3.483,,0.5,1.016,59.48,0.5,,134.5,,,0.5,0.5,,,bottle2,2015-08-01
114,224,3.106,,20950,12430,15.95,2939.0,20.68,0.06338884081369067,25.52,85.32,3512.0,31870.0,,,0.5,49.91,2.737,,0.5,11.29,83.26,1.995,,123.2,,,0.5,0.5,,,bottle2,2015-08-01
115,226,2.526,,21580,10340,216.5,2578.0,44.73,0.1371074878915079,25.92,86.57,3558.0,37140.0,,,0.5,139.0,6.606,,1.326,116.4,29.61,1.551,,133.7,,,0.5,0.5,,,bottle2,2015-08-01
116,227,1.213,,20700,9301,17.58,2493.0,22.08,0.06768015498869874,24.63,81.65,3315.0,34060.0,,,0.5,111.4,3.517,,0.5,36.83,10.52,1.314,,135.1,,,0.5,0.5,,,bottle2,2015-08-01
117,230,0.5,,19650,8592,22.81,2309.0,28.45,0.08720563448498547,22.72,80.0,3234.0,33780.0,,,0.5,149.9,19.96,,0.5,17.97,12.14,1.085,,134.4,,,0.5,0.5,,,bottle2,2015-08-01
118,231,7.333,,20000,8777,24.3,2466.0,42.79,0.13116095253471102,24.54,85.15,3330.0,34350.0,,,0.5,316.7,3.312,,0.5,20.01,473.6,1.895,,136.5,,,1.113,1.02,,,bottle2,2015-08-01
119,237,0.5,,20710,9176,27.01,2417.0,28.24,0.08656193735873427,23.87,84.72,3448.0,38220.0,,,0.5,124.3,5.905,,0.5,39.93,9.135,1.237,,145.2,,,0.5,0.5,,,bottle2,2015-08-01
120,238,3.588,,20470,11040,15.25,2544.0,21.22,0.06504406199547949,86.54,3386.0,31280.0,0.5,0.5,0.5,65.53,1.756,0.5,1.039,21.45,157.9,1.761,0.5,123.4,1.547,0.5,0.5,0.5,18.7,0.5,,bottle2,2015-08-01
121,240,2.111,,20930,10960,20.96,2799.0,19.75,0.06053818211172103,25.05,84.56,3387.0,31910.0,,,0.5,43.73,1.7,,0.5,8.489,6.932,1.623,,127.6,,,0.5,0.5,,,bottle2,2015-08-01
122,241,2.238,,21060,9139,20.29,2429.0,28.6,0.0876654181465935,23.08,83.68,3438.0,35320.0,0.5,0.5,0.5,264.4,17.09,0.5,0.5,35.77,19.55,0.5,0.5,135.2,1.207,0.5,0.5,0.5,22.06,0.5,bottle2,2015-08-01
123,242,6.002,,20480,9216,20.13,2388.0,35.86,0.10991894736842106,24.78,81.25,3426.0,39170.0,,,0.5,287.9,19.34,,1.991,78.66,19.3,0.5,,144.2,,,0.5,0.5,,,bottle2,2015-08-01
124,243,2.614,,20480,10980,14.75,2562.0,32.8,0.1005393606716177,23.27,81.66,3402.0,32070.0,0.5,0.5,0.5,279.4,17.8,0.5,0.5,8.458,11.23,1.236,0.5,127.3,1.279,0.5,0.5,0.5,20.42,0.5,bottle2,2015-08-01
125,244,13.95,,20060,10480,16.01,2529.0,7.509,0.02301677010009687,24.42,87.43,3283.0,28560.0,,,0.5,28.94,1.701,,0.5,8.961,8.159,1.925,,122.9,,,0.5,0.5,,,bottle2,2015-08-01
126,245,2.744,,19770,9369,16.72,2402.0,18.56,0.056890565062964166,23.29,81.1,3252.0,33860.0,,,0.5,110.9,23.51,,1.614,72.82,37.09,0.5,,134.3,,,0.5,0.5,,,bottle2,2015-08-01
127,247,0.5,,20970,12520,16.29,2855.0,25.15,0.0770903939296093,24.19,82.93,3372.0,30860.0,,,0.5,97.44,4.452,,0.5,12.0,11.53,1.898,,123.6,,,0.5,0.5,,,bottle2,2015-08-01
128,249,0.5,,20520,8770,18.82,2467.0,21.27,0.0651973232160155,24.05,83.71,3463.0,38030.0,,,0.5,230.1,13.21,,0.5,19.93,20.18,1.066,,146.5,,,0.5,0.5,,,bottle2,2015-08-01
129,250,0.5,,21400,9917,15.72,2617.0,22.27,0.06826254762673556,23.64,85.11,3440.0,34310.0,0.5,0.5,0.5,80.23,4.038,0.5,0.5,79.89,11.44,1.343,0.5,133.9,1.39,0.5,0.5,0.5,21.72,0.5,bottle2,2015-08-01
130,251,1.508,,20760,9902,15.43,2662.0,31.79,0.09744348401679045,24.87,82.44,3503.0,34630.0,,,0.5,119.0,4.371,,0.5,20.31,101.7,1.68,,132.5,,,0.5,0.5,,,bottle2,2015-08-01
131,252,1.362,,21270,11390,48.81,2657.0,23.49,0.07200212140781402,25.12,85.68,3534.0,32470.0,,,0.5,32.63,3.132,,0.5,16.37,12.33,1.725,,123.8,,,0.5,0.5,,,bottle2,2015-08-01
132,255,4.397,,22190,8997,12.17,2366.0,16.99,0.052078162738133676,23.78,84.9,3441.0,38150.0,,,0.5,75.89,7.838,,0.5,23.44,13.48,0.5,,140.7,,,0.5,0.5,,,bottle2,2015-08-01
133,256,0.5,,21520,9980,15.31,2686.0,20.95,0.06421645140458508,25.02,87.57,3553.0,37230.0,,,0.5,81.96,2.906,,2.864,17.32,3.986,1.326,,135.0,,,0.5,0.5,,,bottle2,2015-08-01
134,259,15.86,,19830,8951,24.93,2533.0,41.33,0.12668572489505975,23.49,83.34,3374.0,34710.0,,,0.5,82.22,4.435,,0.5,15.93,15.72,1.781,,139.4,,,0.5,0.5,,,bottle2,2015-08-01
135,262,4.692,,20800,10450,38.01,2629.0,43.95,0.1347166128511463,24.09,83.72,3409.0,33940.0,0.5,0.5,0.5,191.8,9.181,0.5,0.5,110.4,9.432,1.546,0.5,136.1,1.393,0.5,0.5,0.5,21.35,0.5,bottle2,2015-08-01
136,263,1.334,,19820,8754,13.64,2286.0,14.38,0.044077927026154345,24.19,83.76,3327.0,37180.0,,,0.5,101.4,14.99,,0.5,11.02,432.3,0.5,,144.0,,,0.5,0.5,,,bottle2,2015-08-01
137,264,0.5,,21220,10280,24.36,2863.0,43.13,0.13220312883435587,23.82,85.78,3451.0,34850.0,,,0.5,13.04,1.825,,0.5,13.02,14.24,1.548,,135.7,,,0.5,0.5,,,bottle2,2015-08-01
138,265,11.57,,21220,9088,20.03,2235.0,44.09,0.1351457442686471,23.65,85.2,3432.0,35260.0,,,0.5,92.59,5.842,,1.078,18.99,1098.0,1.241,,136.7,,,2.829,2.663,,,bottle2,2015-08-01
139,266,0.5,,20050,8234,21.31,2520.0,24.82,0.07607886987407168,24.88,84.52,3368.0,36970.0,,,0.5,84.8,3.309,,0.5,10.74,20.05,1.828,,144.3,,,0.5,0.5,,,bottle2,2015-08-01
140,267,0.5,,21930,10190,25.42,2718.0,29.23,0.08959650952534713,24.74,86.61,3629.0,36620.0,,,0.5,368.7,20.23,,0.5,45.53,16.05,1.078,,133.5,,,0.5,0.5,,,bottle2,2015-08-01
141,269,2.45,,20300,11590,17.03,2849.0,28.32,0.08680715531159187,24.06,82.32,3401.0,31760.0,0.5,0.5,0.5,64.69,3.843,0.5,0.5,8.251,63.9,1.709,0.5,127.1,1.472,0.5,0.5,0.5,20.72,0.5,bottle2,2015-08-01
142,270,0.5,,22650,8223,21.89,2366.0,32.47,0.09952783661608008,22.64,81.74,3362.0,36950.0,,,0.5,91.07,6.633,,0.5,24.6,10.78,1.161,,137.1,,,0.5,0.5,,,bottle2,2015-08-01
143,273,5.471,,20400,11780,16.36,2782.0,30.52,0.09355064901517599,23.96,82.47,3414.0,31570.0,0.5,0.5,0.5,138.4,8.401,0.5,0.5,20.41,10.28,1.474,0.5,125.5,1.478,0.5,0.5,0.5,20.32,0.5,bottle2,2015-08-01
144,276,0.5,,20310,11270,20.75,2605.0,26.89,0.08242388440426221,25.38,83.88,3292.0,32110.0,,,0.5,171.3,11.24,,0.5,11.68,2.892,1.22,,127.3,,,0.5,0.5,,,bottle2,2015-08-01
145,278,0.5,,20930,11240,12.06,2583.0,23.4,0.07172625121084922,24.22,82.9,3394.0,33430.0,,,0.5,116.9,5.035,,0.5,19.5,3.97,1.45,,127.7,,,0.5,0.5,,,bottle2,2015-08-01
146,279,12.2,,25440,8576,30.33,2410.0,32.35,0.09916000968679368,22.01,88.33,3405.0,35590.0,0.5,0.5,0.5,112.0,4.242,0.5,0.5,38.63,91.75,1.349,0.5,139.8,1.232,0.5,0.5,0.5,22.09,0.5,bottle2,2015-08-01
147,280,4.036,,22160,8919,13.97,2229.0,39.52,0.12113766871165646,22.53,81.01,3270.0,35710.0,,,0.5,84.23,17.85,,0.5,4.111,517.6,0.5,,139.6,,,2.314,2.152,,,bottle2,2015-08-01
148,281,22.02,,24800,7827,21.87,2499.0,27.21,0.08340475621569261,22.6,89.4,3484.0,37790.0,0.5,0.5,0.5,309.9,3.453,0.5,1.574,290.2,28.11,1.44,0.5,146.9,1.358,0.5,0.5,0.5,23.35,0.5,bottle2,2015-08-01
149,283,0.5,,20820,8337,15.78,2695.0,18.81,0.05765687116564417,24.15,82.71,3525.0,38070.0,,,0.5,37.63,1.758,,0.5,7.595,235.0,1.865,,143.3,,,0.5,0.5,,,bottle2,2015-08-01
150,285,0.5,,20820,8963,24.76,2568.0,62.23,0.19074891507910882,24.39,83.29,3455.0,36080.0,,,0.5,47.42,1.948,,0.5,11.76,24.18,1.64,,137.5,,,0.5,0.5,,,bottle2,2015-08-01
151,286,0.5,,24920,8140,13.64,2405.0,18.6,0.057013174039392975,21.88,89.07,3423.0,36420.0,0.5,0.5,0.5,59.88,5.655,0.5,0.5,32.21,13.57,1.269,0.5,142.0,1.133,0.5,0.5,0.5,21.48,0.5,bottle2,2015-08-01
152,287,0.5,,21210,8643,22.44,2631.0,28.12,0.08619411042944786,24.81,84.86,3553.0,35880.0,,,0.5,106.7,4.952,,1.639,11.26,32.45,1.733,,139.3,,,0.5,0.5,,,bottle2,2015-08-01
153,289,0.5,,20790,6051,37.67,815.5,92.7,0.2841463028737488,22.98,82.52,3496.0,49440.0,,,0.5,5.104,39.62,,0.5,23.04,1.017,0.5,,193.6,,,0.5,0.5,,,bottle2,2015-08-01
154,292,6.32,,21530,10460,17.39,2456.0,35.65,0.10927525024216984,24.14,83.24,3451.0,34290.0,,,0.5,79.2,8.889,,1.117,10.98,565.3,1.498,,130.8,,,1.452,1.35,,,bottle2,2015-08-01
155,293,2.559,,22140,9536,15.96,2467.0,33.87,0.10381915079108817,23.03,85.99,3378.0,33220.0,0.5,0.5,0.5,13.64,1.268,0.5,0.5,11.4,252.6,1.506,0.5,134.1,1.472,0.5,1.013,0.5,21.07,0.5,bottle2,2015-08-01
156,294,1.284,,22040,10350,19.28,2604.0,33.05,0.10130566677429771,22.8,83.53,3375.0,31340.0,,,0.5,256.5,13.22,,1.239,2.764,77.15,1.169,,131.1,,,0.5,0.5,,,bottle2,2015-08-01
157,295,20.21,,22080,8193,20.01,2347.0,34.94,0.1070989409105586,23.01,80.96,3509.0,35780.0,0.5,0.5,0.5,172.3,22.52,0.5,0.5,61.42,5.363,0.5,0.5,138.0,1.005,0.5,0.5,0.5,21.99,0.5,bottle2,2015-08-01
158,296,7.874,,20400,10360,16.05,2486.0,33.35,0.10222523409751375,23.86,83.55,3303.0,33800.0,,,0.5,85.79,2.794,,0.5,14.41,79.18,1.485,,132.5,,,0.5,0.5,,,bottle2,2015-08-01
159,298,0.5,,23470,9185,17.86,2408.0,30.11,0.09229390700678076,22.38,86.74,3405.0,33670.0,0.5,0.5,0.5,188.7,18.54,0.5,0.5,8.837,11.02,1.2,0.5,133.2,1.21,0.5,0.5,0.5,21.27,0.5,bottle2,2015-08-01
160,299,3.258,,24920,8054,24.25,2404.0,39.52,0.12113766871165646,21.88,89.4,3445.0,36690.0,0.5,0.5,0.5,155.4,21.2,0.5,0.5,24.67,9.377,1.176,0.5,143.6,1.201,0.5,0.5,0.5,22.75,0.5,bottle2,2015-08-01
161,300,4.345,,20890,11150,15.5,2596.0,12.51,0.03834595737810785,23.2,86.25,3399.0,29480.0,,,0.5,12.31,0.5,,1.065,86.73,122.3,1.755,,126.0,,,0.5,0.5,,,bottle2,2015-08-01
0,2,4.667,,4398,7146,15.46,1256.0,1143.0,3.5035515014530194,20.06,9.416,997.6,26670.0,2.83,0.5,0.5,30.34,3.681,0.5,7.153,139.2,123.2,0.5,0.5,86.21,0.5,0.5,0.5,0.5,13.42,0.5,bottle1,2016-03-01
1,4,4.168,,4568,7655,18.62,1415.0,1066.0,3.2675292218275755,22.71,9.558,987.4,27980.0,2.196,0.5,0.5,150.2,4.236,0.5,1.462,97.76,213.1,0.5,0.5,92.4,0.5,0.5,0.5,0.5,11.77,0.5,bottle1,2016-03-01
2,7,0.5,,4354,7165,13.0,1275.0,1164.0,3.5679212140781407,19.63,8.971,1003.0,26950.0,3.453,0.5,0.5,36.16,0.5,0.5,1.144,19.8,13.0,0.5,0.5,84.04,0.5,0.5,0.5,0.5,12.66,0.5,bottle1,2016-03-01
3,8,13.7,,4573,7598,20.85,1305.0,1273.0,3.9020306748466265,22.56,9.524,961.0,27690.0,2.591,0.5,0.5,47.4,4.891,0.5,0.5,32.98,16.52,0.5,0.5,93.26,0.5,0.5,0.5,0.5,14.5,0.5,bottle1,2016-03-01
4,9,0.5,,4309,7198,12.47,1256.0,1186.0,3.635356151113982,19.86,9.062,981.8,26800.0,3.03,0.5,0.5,11.39,0.5,0.5,1.436,32.74,84.05,0.5,0.5,85.24,0.5,0.5,0.5,0.5,13.57,0.5,bottle1,2016-03-01
5,12,0.5,,4302,7367,14.89,1263.0,1143.0,3.5035515014530194,20.43,8.876,991.3,27240.0,3.134,0.5,0.5,7.326,0.5,0.5,6.247,32.18,186.0,0.5,0.5,86.66,0.5,0.5,0.5,0.5,13.14,0.5,bottle1,2016-03-01
6,15,1.658,,4408,7289,19.81,1250.0,1102.0,3.377877300613497,21.23,9.13,1002.0,27180.0,2.925,0.5,0.5,165.5,3.269,0.5,3.578,48.73,318.4,0.5,0.5,85.79,0.5,0.5,0.5,0.5,11.67,0.5,bottle1,2016-03-01
7,16,1.89,,4384,7451,18.31,1316.0,1139.0,3.491290603810139,19.6,9.086,1002.0,27010.0,2.61,0.5,0.5,14.16,1.323,0.5,1.964,7.736,159.4,0.5,0.5,84.05,0.5,0.5,0.5,0.5,13.23,0.5,bottle1,2016-03-01
8,17,8.812,,4339,7487,29.23,1367.0,929.7,2.8497391346464327,19.97,8.794,995.9,26880.0,2.641,0.5,0.5,235.7,5.125,0.5,8.438,43.57,1138.0,0.5,0.5,86.64,0.5,0.5,5.34,5.26,13.13,0.5,bottle1,2016-03-01
9,18,0.5,,4462,7401,11.5,1250.0,1196.0,3.6660083952211826,19.23,8.795,1028.0,27140.0,2.883,0.5,0.5,2.462,0.5,0.5,0.5,15.31,145.1,0.5,0.5,86.6,0.5,0.5,0.5,0.5,13.52,0.5,bottle1,2016-03-01
10,19,0.5,,4516,7629,5.189,1359.0,1013.0,3.105072328059413,21.24,9.326,951.8,27450.0,2.26,0.5,0.5,104.2,5.51,0.5,30.14,157.9,313.3,0.5,0.5,93.33,0.5,0.5,0.5,0.5,11.73,0.5,bottle1,2016-03-01
11,21,0.5,,4756,7668,19.32,1296.0,1217.0,3.7303781078463034,21.5,10.36,971.3,27930.0,2.463,0.5,0.5,62.12,1.623,0.5,0.5,63.07,10.25,0.5,0.5,90.9,0.5,0.5,0.5,0.5,13.25,0.5,bottle1,2016-03-01
12,22,0.5,,4677,7678,2.343,1317.0,1095.0,3.3564207297384567,22.8,10.12,969.2,28200.0,2.351,0.5,0.5,18.38,1.113,0.5,1.979,578.9,48.67,0.5,0.5,92.09,0.5,0.5,0.5,0.5,11.87,0.5,bottle1,2016-03-01
13,25,1.569,,4399,7408,9.6,1296.0,1115.0,3.4177252179528583,19.63,8.732,1019.0,27280.0,2.955,0.5,0.5,34.2,1.014,0.5,6.593,54.21,213.2,0.5,0.5,86.52,0.5,0.5,0.5,0.5,12.2,0.5,bottle1,2016-03-01
14,26,2253.0,,4389,7958,1438.0,2018.0,2976.0,9.122107846302873,19.87,8.607,1007.0,27500.0,9.444,3.75,3.018,13820.0,105.3,0.5,5.56,713.6,4696.0,2.224,0.5,96.82,0.5,0.5,3.914,16.8,40.81,0.5,bottle1,2016-03-01
15,27,1.174,,4383,7297,9.407,1237.0,1065.0,3.2644639974168554,19.79,8.842,1018.0,26700.0,2.704,0.5,0.5,31.68,0.5,0.5,4.992,80.05,305.7,0.5,0.5,85.93,0.5,0.5,0.5,0.5,11.64,0.5,bottle1,2016-03-01
16,28,64.17,,4353,7238,170.8,1236.0,1239.0,3.7978130448821443,18.94,8.518,1005.0,26640.0,3.372,0.5,0.5,165.0,25.95,0.5,0.5,8.282,240.3,0.5,0.5,87.03,0.5,0.5,0.5,0.5,14.97,0.5,bottle1,2016-03-01
